28310,416082
27568,125648
26556,826668
25941,722158
25489,404243
24830,050085
24742,165366
23570,105082
22949,235233
22692,173
22222,310925
21670,871223
21445,635453
21018,506577
19934,522288
19577,664921
19325,30512
19182,790156
19117,125781
19078,073254
19019,629126
18837,332925
18265,111685
18282,462727
18194,260788
18179,512016
18158,99475
17934,164839
18266,678127
17670,486057
17630,329476
18013,775348
17435,456378
17009,470379
17254,692612
16935,574586
16703,949488
16781,92321
16301,278606
16490,757485
16171,88488
16028,352177
15967,442641
15897,417396
15865,556646
15656,150467
15685,520253
15563,97528
15335,228203
15215,739487
14923,770241
14923,52
14870,863338
14844,923158
14727,754591
14732,36786
14852,317928
14692,746757
14570,987281
14154,574432
13724,790161
13310,566004
13228,60574
13088,277911
13150,407226
13061,698775
13219,82358
13329,021972
13214,194022
13013,091297
12967,70833
12967,70833
12967,343524
13158,175739
13202,226994
12974,559568
12951,293908
13194,161489
12825,06266
12666,062155
12664,901201
12726,772621
12651,041815
12528,917626
12518,624941
12405,441895
12471,905432
12282,313953
12358,799295
12160,61189
12017,540997
11932,263165
11866,742839
11871,779542
11830,692984
11827,924755
11797,085139
11794,31691
11794,31691
11794,31691
11794,31691
11794,31691
11794,31691
11794,31691
11617,853412
11559,032246
11500,21108
11500,21108
11500,21108
11500,21108
11500,21108
11500,21108
11500,21108
11500,21108
11500,21108
11500,21108
11497,625918
11626,653471
11267,773646
10927,834129
10862,001936
10702,44965
10702,44965
10702,44965
10702,44965
10702,44965
10702,44965
10702,44965
10702,44965
10702,44965
10702,44965
10702,44965
10702,44965
10622,616365
10613,746
10612,462094
10823,595765
10862,944378
10600,90694
10600,90694
10600,90694
10600,90694
10600,90694
10600,90694
10600,90694
10600,90694
10600,90694
10600,90694
10600,90694
10600,90694
10600,90694
10600,90694
10600,90694
10766,846321
10568,290777
10564,549754
10564,549754
10563,49671
10563,49671
10563,49671
10563,49671
10563,49671
10563,49671
10563,49671
10563,49671
10563,49671
10563,49671
10563,49671
10563,49671
10563,49671
10563,49671
10563,49671
10563,49671
10519,237791
10933,408055
10696,433298
10813,188387
10675,497243
10320,546661
10260,634946
10338,074653
10231,093996
10184,553142
10165,166439
10196,624121
10207,591081
10165,166439
10165,166439
10119,501299
10119,501299
10119,501299
10119,501299
10118,095078
10118,095078
10116,688857
10116,688857
10116,688857
10114,683783
10113,876415
10109,402461
10107,328956
10105,628193
10089,589842
10088,183621
10085,115888
10085,115888
10092,245582
10090,544819
10089,138598
10126,804715
10089,138598
10076,16798
10076,16798
10076,16798
10076,16798
10076,16798
10076,16798
10076,16798
10076,16798
10076,16798
10041,697258
9969,06718
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,29198
9942,00914
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
9941,7263
10194,645244
10097,489017
9961,327185
10014,144526
9926,381788
9878,84468
9878,84468
9878,84468
9878,84468
9878,84468
9878,84468
9878,84468
9878,84468
9878,84468
9878,84468
9878,84468
9878,84468
9878,84468
9878,84468
9878,84468
9878,84468
9774,531023
9759,629072
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
9729,82517
